"GEOID","NAME","STATE","YEAR","TOTAL_POP","WHITE_POP","BLACK_POP","ASIAN_POP","HISPANIC_POP"
"41035","Klamath","OR",2022,63006,839008,9389,43399,179717
"42133","York","PA",2022,491124,579000,269728,282041,14753
"42095","Northampton","PA",2022,31914,389686,147985,281225,232688
"42127","Wayne","PA",2022,115728,854754,356238,298921,218759
"45019","Charleston","SC",2022,136072,213154,143218,128412,199459
"45021","Cherokee","SC",2022,729921,786595,210787,242943,73556
"46023","Charles Mix","SD",2022,504589,395727,406645,198844,272146
"47157","Shelby","TN",2022,731629,83995,125103,15655,191271
"47025","Claiborne","TN",2022,253405,132517,266321,126515,303136
"48071","Chambers","TX",2022,994207,716366,19180,140262,379847
"48323","Maverick","TX",2022,915135,23636,467539,149355,103899
"48203","Harrison","TX",2022,861017,534755,360176,108532,93004
"48037","Bowie","TX",2022,959649,106951,282258,198304,184261
"48277","Lamar","TX",2022,594763,605871,119792,115066,265568
"48359","Oldham","TX",2022,675204,754818,461310,95415,308547
"48315","Marion","TX",2022,689306,606689,245340,220929,163442
"49019","Grand","UT",2022,742442,754994,129047,259348,324654
"49045","Tooele","UT",2022,176640,367202,402422,21797,267977
"51099","King George","VA",2022,507762,186192,268667,215307,274192
"51027","Buchanan","VA",2022,707749,482949,90097,155930,126088
"53055","San Juan","WA",2022,22703,873337,48526,77947,106240
"53011","Clark","WA",2022,152365,812489,203151,104281,327218
"53045","Mason","WA",2022,300197,680543,32565,169347,345380
"53019","Ferry","WA",2022,312602,793416,14227,266925,180964
"54037","Jefferson","WV",2022,129171,687760,170286,261937,395338
"55051","Iron","WI",2022,626121,860734,169080,247207,54297
"55007","Bayfield","WI",2022,211538,150459,62026,104246,239130
"56029","Park","WY",2022,978071,193052,98465,287534,336337
"78030","St. Thomas","VI",2022,296900,523372,412215,83861,150983
"04025","Yavapai","AZ",2022,601657,585885,110247,85074,96689
"49029","Morgan","UT",2022,355806,846756,310222,24101,220425
"49011","Davis","UT",2022,627265,487106,127600,150401,11428
"51031","Campbell","VA",2022,281592,193860,412445,81474,171623
"51075","Goochland","VA",2022,263868,126843,335857,24007,199457
"51033","Caroline","VA",2022,966329,406260,20865,85351,298286
"51155","Pulaski","VA",2022,389501,531601,359568,48034,274007
"51161","Roanoke","VA",2022,407758,723278,53373,169537,205875
"51149","Prince George","VA",2022,250399,526609,209126,153188,263851
"51147","Prince Edward","VA",2022,183209,243089,77925,225165,111482
"51157","Rappahannock","VA",2022,866813,542416,279866,38289,175144
"51029","Buckingham","VA",2022,702765,33282,167806,43882,293481
"51660","Harrisonburg","VA",2022,148272,150935,104030,235863,360310
"51007","Amelia","VA",2022,562649,768137,465825,112728,268955
"51097","King and Queen","VA",2022,823577,855947,345564,212497,269762
"53077","Yakima","WA",2022,694864,438313,31420,225439,132980
"53017","Douglas","WA",2022,51896,409710,91108,261810,275679
"53041","Lewis","WA",2022,8200,896347,310781,162767,214238
"53043","Lincoln","WA",2022,521267,481312,368930,150522,220355
"54021","Gilmer","WV",2022,884055,869719,426779,175598,366303
"54045","Logan","WV",2022,402145,194685,160448,238569,68677
"54081","Raleigh","WV",2022,852856,13571,298699,135043,23306
"54093","Tucker","WV",2022,641715,530633,193933,11526,236195
"55133","Waukesha","WI",2022,729643,292777,260423,255595,92760
"31091","Hooker","NE",2022,381071,43904,263436,65003,210294
"01003","Baldwin","AL",2022,217097,565054,48370,80267,96800
"01129","Washington","AL",2022,381340,143154,144432,262764,297074
"02122","Kenai Peninsula","AK",2022,81482,461477,341725,78019,139377
"05139","Union","AR",2022,225774,406866,34824,227136,383039
"06073","San Diego","CA",2022,990780,281113,138140,149433,306336
"06081","San Mateo","CA",2022,828434,336810,470382,42084,361800
"06091","Sierra","CA",2022,758310,571067,488158,62083,343654
"06017","El Dorado","CA",2022,379382,893270,465387,81596,350442
"06007","Butte","CA",2022,754447,775041,376992,147873,122897
"09170","South Central Connecticut","CT",2022,669910,523428,290606,43819,253137
"06109","Tuolumne","CA",2022,269456,797588,269555,132515,349324
"04021","Pinal","AZ",2022,673770,778398,102879,244608,355556
"12075","Levy","FL",2022,883563,349658,247779,16074,8787
"12045","Gulf","FL",2022,292469,185429,373182,211591,266675
"16087","Washington","ID",2022,989256,852116,92543,232371,152601
"13073","Columbia","GA",2022,36761,626677,164238,297068,25397
"13313","Whitfield","GA",2022,615568,637409,214728,262116,313911
"13143","Haralson","GA",2022,578535,428075,21993,187398,71666
"16073","Owyhee","ID",2022,858189,752906,223470,55058,270027
"16043","Fremont","ID",2022,504388,624319,451918,99596,103004
"17003","Alexander","IL",2022,17827,41595,414985,96911,113453
"18047","Franklin","IN",2022,435507,123629,481853,236617,140632
"26089","Leelanau","MI",2022,231669,319648,379804,115934,90790
"18147","Spencer","IN",2022,600886,169118,214655,77658,191423
"18183","Whitley","IN",2022,982999,8429,235771,110172,92976
"08109","Saguache","CO",2022,659806,490081,450268,202461,103880
"26121","Muskegon","MI",2022,764598,430711,296335,205722,110785
"21133","Letcher","KY",2022,751302,142158,67316,195178,99967
"40125","Pottawatomie","OK",2022,8017,449918,62185,78051,294325
"08043","Fremont","CO",2022,738351,581992,387870,284270,91706
"26047","Emmet","MI",2022,634822,785724,121515,196524,227278
"08013","Boulder","CO",2022,49029,27520,170042,263222,381602
"08049","Grand","CO",2022,597985,785697,56236,288541,146713
"22045","Iberia","LA",2022,836889,120073,459063,256016,252350
"22107","Tensas","LA",2022,769103,365505,237238,296418,88664
"22019","Calcasieu","LA",2022,826625,593966,289853,49856,199655
"22125","West Feliciana","LA",2022,554850,191235,321144,147732,64506
"02158","Kusilvak","AK",2022,832440,561722,229996,13505,72957
"42029","Chester","PA",2022,810231,546397,432353,56256,12226
"45029","Colleton","SC",2022,862536,337313,485742,9432,306103
"16007","Bear Lake","ID",2022,764054,224751,463316,109431,373387
"17185","Wabash","IL",2022,366298,181358,344975,276003,55988
"17129","Menard","IL",2022,434686,876515,287461,56969,113862
"26163","Wayne","MI",2022,476028,490440,189982,112286,167797
"18083","Knox","IN",2022,184016,95721,366996,216203,279222
"19195","Worth","IA",2022,531967,881632,478531,33418,382205
"18073","Jasper","IN",2022,811025,895186,491,152315,231274
"36047","Kings","NY",2022,309216,128262,297433,17029,141138
"26055","Grand Traverse","MI",2022,577085,69204,289036,231781,100719
"40087","McClain","OK",2022,253031,694862,432257,132917,337420
"36043","Herkimer","NY",2022,264273,175154,217161,91444,151573
"21059","Daviess","KY",2022,652034,851217,363410,78929,138384
"26053","Gogebic","MI",2022,106962,815445,296455,159924,255877
"05041","Desha","AR",2022,593751,522207,7989,144195,277531
"06011","Colusa","CA",2022,398435,586220,327352,114972,44041
"12083","Marion","FL",2022,528165,781158,452544,94627,172074
"12049","Hardee","FL",2022,633045,695380,57132,254756,177685
"12125","Union","FL",2022,468560,693984,7628,130921,379644
"13311","White","GA",2022,347975,772322,493187,289650,232025
"13151","Henry","GA",2022,884688,94372,81208,15349,321183
"13105","Elbert","GA",2022,594560,391722,343408,42482,238712
"13303","Washington","GA",2022,714379,665845,354399,290532,373639
"13149","Heard","GA",2022,73044,467573,465689,235848,50035
"13229","Pierce","GA",2022,846089,207685,464501,34379,273413
"16041","Franklin","ID",2022,230955,1037,260051,193697,123326
"17175","Stark","IL",2022,612809,182727,28735,153229,167928
"18041","Fayette","IN",2022,87451,629174,125358,297858,370829
"19127","Marshall","IA",2022,88473,569636,223716,228042,345934
"19021","Buena Vista","IA",2022,252211,820399,473705,12234,36553
"20161","Riley","KS",2022,106390,254023,478797,155326,87906
"21151","Madison","KY",2022,445982,402840,298724,71611,101066
"21013","Bell","KY",2022,966688,370242,354356,203284,324232
"21125","Laurel","KY",2022,953881,204918,471407,182126,64410
"21183","Ohio","KY",2022,224465,515821,184415,254774,283597
"21055","Crittenden","KY",2022,733453,228720,38080,22669,327168
"21231","Wayne","KY",2022,960888,406181,453809,241698,280976
"21131","Leslie","KY",2022,891068,790894,214490,202223,213042
"21189","Owsley","KY",2022,907491,313032,471520,77319,9975
"22071","Orleans","LA",2022,83435,50517,84055,296525,340448
"22099","St. Martin","LA",2022,614380,89727,461670,173285,325632
"22039","Evangeline","LA",2022,859903,849012,32262,256082,161012
"23021","Piscataquis","ME",2022,57103,539093,439748,104940,368051
"26135","Oscoda","MI",2022,743476,473229,217472,50633,370849
"27015","Brown","MN",2022,788214,59805,97114,129039,137321
"27145","Stearns","MN",2022,844445,236442,290260,192332,217107
"28111","Perry","MS",2022,205967,73163,470789,298646,217898
"29041","Chariton","MO",2022,343305,828476,399702,28409,233479
"29027","Callaway","MO",2022,414161,577466,480309,259826,134374
"29075","Gentry","MO",2022,354828,788477,99235,298164,179614
"29029","Camden","MO",2022,951549,839526,499164,156980,16026
"30007","Broadwater","MT",2022,849583,693854,474769,191667,254866
"30025","Fallon","MT",2022,705308,382814,431691,176504,152871
"31171","Thomas","NE",2022,580222,642949,109516,198744,292779
"34035","Somerset","NJ",2022,726574,861861,411240,70015,168845
"37101","Johnston","NC",2022,919176,343616,210561,281337,165066
"37099","Jackson","NC",2022,640975,845421,199102,39659,349244
"38083","Sheridan","ND",2022,448379,354940,307598,272993,281494
"40145","Wagoner","OK",2022,746247,114189,77307,110484,55522
"40133","Seminole","OK",2022,486998,80487,54791,130970,18117
"41013","Crook","OR",2022,429085,263161,215784,247093,230861
"41061","Union","OR",2022,904159,11322,414033,159860,26761
"42091","Montgomery","PA",2022,875457,852517,265332,113295,151058
"42013","Blair","PA",2022,15007,655954,303547,56932,200530
"42033","Clearfield","PA",2022,161433,439617,485930,185110,341056
"42113","Sullivan","PA",2022,463524,363655,485537,9854,286772
"45047","Greenwood","SC",2022,370883,567139,379147,16612,63257
"45067","Marion","SC",2022,79351,796782,143288,976,310016
"46137","Ziebach","SD",2022,974344,435904,49481,220277,335896
"47097","Lauderdale","TN",2022,581406,499034,379310,133910,105078
"47063","Hamblen","TN",2022,872874,28062,116512,57388,170536
"47173","Union","TN",2022,188638,567324,15599,59857,334054
"47057","Grainger","TN",2022,549783,15855,189655,266346,276300
"48135","Ector","TX",2022,281575,417266,410284,278562,322769
"48401","Rusk","TX",2022,715359,262513,452502,118764,107356
"48103","Crane","TX",2022,906630,830769,118833,97381,61814
"48115","Dawson","TX",2022,279057,475615,291748,173991,320032
"48089","Colorado","TX",2022,206357,788206,396081,186915,115327
"48287","Lee","TX",2022,682686,46794,361464,130625,5005
"48347","Nacogdoches","TX",2022,949739,260431,193029,284733,159443
"48025","Bee","TX",2022,800397,363360,87996,164212,241792
"48405","San Augustine","TX",2022,237725,443867,152120,129044,295321
"48319","Mason","TX",2022,687916,862815,75744,148446,41133
"48173","Glasscock","TX",2022,756069,884605,200406,61023,351529
"49007","Carbon","UT",2022,114534,625846,181342,271386,349661
"49017","Garfield","UT",2022,121010,181228,213885,23256,366897
"51041","Chesterfield","VA",2022,322365,403549,61578,124159,234630
"51177","Spotsylvania","VA",2022,501395,553748,227155,214015,163011
"51163","Rockbridge","VA",2022,260820,223335,173261,246246,196690
"51023","Botetourt","VA",2022,476300,686470,79520,242344,236426
"51137","Orange","VA",2022,596207,590667,426429,29420,366067
"51063","Floyd","VA",2022,518992,899945,364314,230732,338294
"51125","Nelson","VA",2022,337300,431711,37242,121178,185826
"53037","Kittitas","WA",2022,858112,799286,299763,197561,101983
"54039","Kanawha","WV",2022,374248,794487,81578,71138,171264
"54049","Marion","WV",2022,48597,897318,190205,35203,28013
"54109","Wyoming","WV",2022,753800,337165,140183,275934,319987
"55001","Adams","WI",2022,433390,206509,434259,46434,17888
"60040","Swains Island","AS",2022,685541,23267,212423,283754,207807
"66010","Guam","GU",2022,440704,242958,425264,16668,138278
"69100","Rota","MP",2022,82309,637801,106588,252392,46746
"72141","Utuado","PR",2022,930948,847369,390249,262063,40029
"72003","Aguada","PR",2022,847933,16211,243912,245302,386568
"72023","Cabo Rojo","PR",2022,418983,46820,74743,256152,30010
"17097","Lake","IL",2022,896591,450070,107762,222137,111188
"17029","Coles","IL",2022,503800,437373,208048,244460,64996
"05009","Boone","AR",2022,745107,807468,380926,284607,388865
"06059","Orange","CA",2022,948803,37081,142001,275670,236041
"06041","Marin","CA",2022,286803,83044,402324,105000,238933
"06085","Santa Clara","CA",2022,987028,11243,394002,12960,338820
"06077","San Joaquin","CA",2022,308350,625811,10643,11048,132134
"06019","Fresno","CA",2022,194011,202723,74126,98031,2616
"09180","Southeastern Connecticut","CT",2022,101885,103065,189314,88125,42216
"40089","McCurtain","OK",2022,736907,330135,275604,143371,28956
"41019","Douglas","OR",2022,48368,15629,33253,76563,17179
"41051","Multnomah","OR",2022,655340,669341,53482,288491,188600
"42111","Somerset","PA",2022,287693,540989,148767,288744,62814
"42101","Philadelphia","PA",2022,314752,728409,331639,79537,207440
"30015","Chouteau","MT",2022,152770,216291,314495,106898,314403
"30073","Pondera","MT",2022,905196,890141,101070,219431,13850
"31155","Saunders","NE",2022,695862,200726,325605,281336,80014
"31085","Hayes","NE",2022,535086,654120,477885,19837,292932
"36111","Ulster","NY",2022,4345,382132,69047,280778,58217
"37167","Stanly","NC",2022,267762,304426,233066,70279,342419
"37193","Wilkes","NC",2022,409323,429843,443274,34465,25973
"37117","Martin","NC",2022,946507,568537,205467,252792,332896
"38071","Ramsey","ND",2022,132870,677015,410075,9078,389009
"39127","Perry","OH",2022,706868,836330,259317,279242,327320
"40117","Pawnee","OK",2022,287806,422886,74377,186006,104354
"41023","Grant","OR",2022,91663,847933,351787,50287,349845
"41003","Benton","OR",2022,257654,200723,357727,197937,360881
"45049","Hampton","SC",2022,496806,42955,471984,144563,369683
"46093","Meade","SD",2022,663336,410548,419189,117635,93398
"46041","Dewey","SD",2022,378538,11084,499801,40818,387855
"46117","Stanley","SD",2022,712151,658636,486249,209868,20444
"47059","Greene","TN",2022,717163,673162,464376,158378,97236
"47031","Coffee","TN",2022,925266,679549,38212,241357,13690
"47187","Williamson","TN",2022,270077,49685,1511,28246,385988
"47037","Davidson","TN",2022,655054,552277,381789,98668,340970
"48339","Montgomery","TX",2022,223824,699858,176987,57661,143741
"48227","Howard","TX",2022,107753,548961,313080,243116,28462
"48289","Leon","TX",2022,50055,704282,315961,162434,43170
"48241","Jasper","TX",2022,326873,480331,25091,25133,78394
"48449","Titus","TX",2022,796816,227602,327981,283969,183160
"51127","New Kent","VA",2022,525493,667434,459988,193344,30236
"51103","Lancaster","VA",2022,135265,46588,121679,277327,165613
"51139","Page","VA",2022,262353,295119,255350,292340,379121
"51017","Bath","VA",2022,530470,348673,207665,247320,349625
"51036","Charles City","VA",2022,332912,699768,218847,228190,16650
"53021","Franklin","WA",2022,814272,313196,112433,113784,40405
"53025","Grant","WA",2022,810013,697240,215682,135981,144980
"54087","Roane","WV",2022,277285,706300,291221,57857,395972
"55057","Juneau","WI",2022,587807,398128,450889,71137,210215
"56013","Fremont","WY",2022,624873,141978,183802,9547,20310
"05003","Ashley","AR",2022,148547,669084,73343,232320,284687
"06053","Monterey","CA",2022,528393,158718,85105,204,95576
"13027","Brooks","GA",2022,267793,867300,380384,64763,181719
"16079","Shoshone","ID",2022,493604,710943,398169,223049,305491
"17189","Washington","IL",2022,734618,688263,498229,88669,266910
"18089","Lake","IN",2022,422817,484070,448496,44575,151038
"26029","Charlevoix","MI",2022,861880,397180,211638,2558,76331
"36081","Queens","NY",2022,13460,690252,297527,250136,330254
"21007","Ballard","KY",2022,721273,392448,390978,197535,342498
"21089","Greenup","KY",2022,155199,845296,194633,231750,162487
"08005","Arapahoe","CO",2022,729067,643556,371498,176151,230041
"24025","Harford","MD",2022,497656,393740,372209,99514,66128
"01117","Shelby","AL",2022,136547,881588,168999,230199,100203
"25011","Franklin","MA",2022,974033,818388,280306,178521,5797
"29227","Worth","MO",2022,25217,41772,439187,42037,277972
"37133","Onslow","NC",2022,337213,894776,86960,73281,166723
"37131","Northampton","NC",2022,465061,201895,482566,273226,308136
"40141","Tillman","OK",2022,225909,87918,113058,19684,333635
"42125","Washington","PA",2022,538347,892179,361939,24605,38775
"45073","Oconee","SC",2022,257227,536203,475256,115845,102286
"48403","Sabine","TX",2022,611006,50929,117000,153934,177066
"22105","Tangipahoa","LA",2022,243296,138559,310172,143653,155780
"23027","Waldo","ME",2022,750772,857616,490817,290773,155249
"02110","Juneau","AK",2022,915757,159682,224718,201010,376387
"02180","Nome","AK",2022,148613,744952,352954,289624,243223
"24035","Queen Anne's","MD",2022,97279,382318,387762,137105,312239
"02070","Dillingham","AK",2022,272639,549502,285550,204447,23589
"24001","Allegany","MD",2022,979063,119525,95473,154592,147483
"27031","Cook","MN",2022,307414,894816,76003,234754,317243
"27075","Lake","MN",2022,249327,802508,255849,240135,286613
"27077","Lake of the Woods","MN",2022,120411,524454,371108,283144,110894
"28109","Pearl River","MS",2022,471595,137720,298267,74466,316987
"28103","Noxubee","MS",2022,385986,63241,397012,207072,302557
"29171","Putnam","MO",2022,985103,12903,209878,102085,341509
"30061","Mineral","MT",2022,691536,442768,44959,150141,283078
"30105","Valley","MT",2022,510266,721377,74280,30488,186811
"30035","Glacier","MT",2022,740535,348823,497635,264156,263242
"32031","Washoe","NV",2022,514270,537498,12402,150857,103905
"33015","Rockingham","NH",2022,274982,274203,43329,22472,139462
"33009","Grafton","NH",2022,911024,461829,102348,130785,17928
"34001","Atlantic","NJ",2022,442570,727563,396999,185105,183650
"37039","Cherokee","NC",2022,772813,581186,484636,31857,388407
"37177","Tyrrell","NC",2022,185202,799847,145880,27952,252669
"37053","Currituck","NC",2022,453755,503525,62887,292401,318148
"37029","Camden","NC",2022,294639,521908,373822,144956,262423
"37161","Rutherford","NC",2022,563971,385912,100299,22842,356446
"38077","Richland","ND",2022,541337,498226,174529,126687,389212
"38097","Traill","ND",2022,329001,44060,489059,273308,65405
"13315","Wilcox","GA",2022,150415,814941,334782,228038,131889
"13025","Brantley","GA",2022,667863,373431,401765,239270,231202
"15007","Kauai","HI",2022,488582,817532,164566,177127,257095
"16031","Cassia","ID",2022,866783,43887,123079,18513,195916
"19179","Wapello","IA",2022,338640,478737,344874,184932,120688
"19035","Cherokee","IA",2022,691800,747490,452422,150011,344056
"20081","Haskell","KS",2022,893579,795480,227767,98093,259470
"21167","Mercer","KY",2022,919144,363472,127886,158156,253106
"21235","Whitley","KY",2022,259510,384295,442084,293983,188936
"21239","Woodford","KY",2022,163851,717311,411735,175770,248641
"21217","Taylor","KY",2022,335080,378062,256154,189794,44750
"21099","Hart","KY",2022,358981,749280,68936,257810,328808
"47013","Campbell","TN",2022,966011,358435,356954,74029,15688
"47073","Hawkins","TN",2022,971297,54532,446017,281429,110646
"47183","Weakley","TN",2022,762247,414986,41473,92783,154574
"47123","Monroe","TN",2022,819926,127605,475402,208440,43002
"48215","Hidalgo","TX",2022,106256,11242,21918,145277,147361
"48057","Calhoun","TX",2022,151373,304711,178821,101705,4852
"48465","Val Verde","TX",2022,472175,595129,318596,26613,276996
"48419","Shelby","TX",2022,697542,707458,380409,247903,114962
"51159","Richmond","VA",2022,672052,823112,26292,255810,169514
"51069","Frederick","VA",2022,745197,898238,29883,58687,322999
"51165","Rockingham","VA",2022,434250,492538,101237,139531,78031
"53057","Skagit","WA",2022,472494,708513,16256,247121,363251
"53049","Pacific","WA",2022,484085,309807,343733,127190,167567
"55023","Crawford","WI",2022,39479,631424,382329,214468,136397
"78020","St. John","VI",2022,207654,590176,33210,79461,275637
"04009","Graham","AZ",2022,643079,882777,336783,13644,171260
"05011","Bradley","AR",2022,49594,459091,87125,23213,262710
"05109","Pike","AR",2022,694132,583102,404033,41744,331183
"05145","White","AR",2022,808558,421454,315996,139566,359377
"05085","Lonoke","AR",2022,230218,131588,209729,259644,229826
"05019","Clark","AR",2022,683300,563246,283586,286773,129243
"12105","Polk","FL",2022,36848,855058,293954,237568,36511
"12055","Highlands","FL",2022,486293,788077,353372,166839,351535
"12133","Washington","FL",2022,961665,206399,149717,189629,133464
"12029","Dixie","FL",2022,649608,815821,36403,252095,48135
"48507","Zavala","TX",2022,479620,620567,145472,136238,371100
"48349","Navarro","TX",2022,500468,784801,459553,44143,357329
"48051","Burleson","TX",2022,726046,619947,432768,26366,337793
"48473","Waller","TX",2022,892580,435840,9285,47461,155092
"48185","Grimes","TX",2022,202187,705967,208701,31946,155382
"48033","Borden","TX",2022,488631,656063,206903,22361,132556
"49049","Utah","UT",2022,562790,262209,155668,104339,192477
"22021","Caldwell","LA",2022,24745,225063,461527,51079,252515
"22063","Livingston","LA",2022,471594,520044,154407,191156,392726
"22059","LaSalle","LA",2022,799755,206940,388732,284304,213084
"23023","Sagadahoc","ME",2022,816339,289190,454993,189301,62872
"26071","Iron","MI",2022,910779,142239,32293,159908,344222
"27061","Itasca","MN",2022,730628,126024,430082,293361,108010
"28049","Hinds","MS",2022,918549,870327,428794,4870,124563
"28161","Yalobusha","MS",2022,431501,751352,354553,83908,198756
"28163","Yazoo","MS",2022,643108,551500,36359,20129,300782
"28053","Humphreys","MS",2022,361232,761649,68582,203308,255567
"12009","Brevard","FL",2022,205791,727766,154646,88671,349304
"04027","Yuma","AZ",2022,6416,818705,433528,165885,254247
"05131","Sebastian","AR",2022,683213,453103,393800,121790,3817
"06013","Contra Costa","CA",2022,156808,157290,44197,162125,57347
"09130","Lower Connecticut River Valley","CT",2022,56216,698382,95002,233040,261677
"41055","Sherman","OR",2022,564196,845751,181426,222512,221545
"16083","Twin Falls","ID",2022,20402,263171,188244,162254,364149
"16035","Clearwater","ID",2022,208151,344328,22839,221462,290347
"26147","St. Clair","MI",2022,507945,298577,165149,66346,150698
"19185","Wayne","IA",2022,451232,474185,353366,178576,155343
"36103","Suffolk","NY",2022,426714,561400,277472,246716,25405
"21003","Allen","KY",2022,801882,291345,276302,262208,7307
"08097","Pitkin","CO",2022,992745,156982,195551,24623,195352
"23005","Cumberland","ME",2022,785940,329259,422033,56449,344436
"01035","Conecuh","AL",2022,67506,18085,34517,20858,360258
"28143","Tunica","MS",2022,212031,145016,39523,151545,143126
"29189","St. Louis","MO",2022,89260,435114,263809,293576,73978
"30029","Flathead","MT",2022,80353,135319,483308,175501,131364
"37043","Clay","NC",2022,711140,661827,418906,4384,216301
"49003","Box Elder","UT",2022,315912,874402,368014,185551,230820
"51179","Stafford","VA",2022,702165,238821,315376,215944,83909
"02282","Yakutat","AK",2022,900291,764527,73275,62180,209240
"12129","Wakulla","FL",2022,407209,328951,359074,121862,363146
"13021","Bibb","GA",2022,704248,195946,94188,250875,196390
"13029","Bryan","GA",2022,855351,326311,281532,185002,173862
"16077","Power","ID",2022,281879,242748,91106,187575,239127
"19031","Cedar","IA",2022,643242,560648,493137,186613,171411
"21119","Knott","KY",2022,537007,521221,119794,260688,186676
"22053","Jefferson Davis","LA",2022,374317,893519,486999,153391,163227
"27021","Cass","MN",2022,269025,431386,3755,242115,160902
"30079","Prairie","MT",2022,183944,764917,317810,53428,140950
"37159","Rowan","NC",2022,711128,96323,62053,164564,216220
"39021","Champaign","OH",2022,608925,66030,467597,47633,115462
"45005","Allendale","SC",2022,655347,36390,490741,221154,82212
"46055","Haakon","SD",2022,568656,20075,179255,4577,50375
"48041","Brazos","TX",2022,616900,533252,31203,46802,108440
"48053","Burnet","TX",2022,969748,607480,204290,178502,174372
"48407","San Jacinto","TX",2022,534609,826069,259145,143433,23977
"51111","Lunenburg","VA",2022,305670,686143,396815,72644,83631
"51840","Winchester","VA",2022,301769,636193,431758,225348,35840
"54067","Nicholas","WV",2022,636515,195289,274734,276667,64131
"69085","Northern Islands","MP",2022,733629,879969,437486,129993,269518
"72127","San Juan","PR",2022,918758,844346,130897,294112,326298
"12057","Hillsborough","FL",2022,237468,731059,355136,217765,201578
"12047","Hamilton","FL",2022,679281,652683,158188,36435,116389
"13051","Chatham","GA",2022,919378,873112,106932,87787,85924
"01049","DeKalb","AL",2022,821644,20169,129298,52520,167715
"05091","Miller","AR",2022,110016,710986,13887,270382,115614
"08113","San Miguel","CO",2022,850025,63904,300554,52938,257353
"06033","Lake","CA",2022,672827,276987,455533,111531,303151
"39161","Van Wert","OH",2022,625579,467398,309067,49446,359434
"42017","Bucks","PA",2022,650182,315754,190243,247027,389851
"45013","Beaufort","SC",2022,184022,874936,357054,98549,396431
"36063","Niagara","NY",2022,686525,507522,450088,153373,140504
"36119","Westchester","NY",2022,228581,44477,53418,247520,319126
"36105","Sullivan","NY",2022,953925,699856,295876,241835,50885
"08001","Adams","CO",2022,811187,708997,345134,187800,98905
"22029","Concordia","LA",2022,821195,823951,442618,189442,53530
"22037","East Feliciana","LA",2022,841517,744753,284268,21950,103402
"02195","Petersburg","AK",2022,677805,35953,137406,211649,256604
"24019","Dorchester","MD",2022,972020,859358,327246,99128,223449
"01073","Jefferson","AL",2022,986407,290449,435133,117059,84338
"25007","Dukes","MA",2022,866433,526281,111327,68075,5946
"26141","Presque Isle","MI",2022,448299,734470,344854,205498,248038
"27069","Kittson","MN",2022,736012,476983,296576,230217,56454
"28157","Wilkinson","MS",2022,620115,641674,408014,159303,184822
"29037","Cass","MO",2022,216874,56825,329954,163419,205838
"34031","Passaic","NJ",2022,250081,794508,464758,244648,278087
"37141","Pender","NC",2022,626252,714132,384163,129649,83344
"37091","Hertford","NC",2022,442604,265157,316921,266050,21327
"13305","Wayne","GA",2022,842570,562707,72254,258914,360419
"13195","Madison","GA",2022,94748,625646,474685,86788,206204
"13289","Twiggs","GA",2022,490330,256024,316474,8931,189276
"16085","Valley","ID",2022,328617,226883,304168,285075,389292
"19075","Grundy","IA",2022,946230,748980,349743,290171,86188
"21179","Nelson","KY",2022,307233,63678,246113,251322,390815
"47165","Sumner","TN",2022,394181,724622,7973,180810,43975
"48427","Starr","TX",2022,904039,81814,439547,45547,122256
"48377","Presidio","TX",2022,857519,513938,420925,229120,351841
"51143","Pittsylvania","VA",2022,37653,147940,487347,176777,135576
"53015","Cowlitz","WA",2022,711438,637879,481370,276480,22084
"54057","Mineral","WV",2022,91142,393461,370939,248909,293984
"05045","Faulkner","AR",2022,800248,319100,473602,27186,179923
"05095","Monroe","AR",2022,535223,165437,361260,94664,133847
"12117","Seminole","FL",2022,160262,481318,307465,160099,340009
"12041","Gilchrist","FL",2022,355692,659624,74961,224080,66491
"48239","Jackson","TX",2022,20901,218118,155542,63765,189231
"48019","Bandera","TX",2022,918425,853274,107626,290516,343463
"21005","Anderson","KY",2022,33698,885785,95055,257210,361290
"22015","Bossier","LA",2022,627343,251917,25973,21548,379819
"29033","Carroll","MO",2022,689277,448927,295262,193522,301351
"30077","Powell","MT",2022,751570,865937,79338,145495,276593
"30069","Petroleum","MT",2022,222288,639462,57042,189535,279503
"37087","Haywood","NC",2022,474168,263683,369666,4535,165514
"37121","Mitchell","NC",2022,611563,894146,140824,196823,325997
"40101","Muskogee","OK",2022,82708,489518,124385,291553,207864
"42097","Northumberland","PA",2022,758494,307116,179234,263630,283027
"45061","Lee","SC",2022,525459,606105,274423,266811,160192
"45027","Clarendon","SC",2022,666668,291104,485707,16656,118756
"47001","Anderson","TN",2022,563228,800883,274457,34711,21245
"47081","Hickman","TN",2022,867357,881104,396813,154551,357820
"48381","Randall","TX",2022,856432,96036,371310,3678,2722
"48481","Wharton","TX",2022,224895,10295,46954,117874,359520
"51047","Culpeper","VA",2022,318307,592768,239819,92923,268986
"54013","Calhoun","WV",2022,222769,670352,23033,289166,307970
"54083","Randolph","WV",2022,425744,290446,7611,171545,170246
"56003","Big Horn","WY",2022,239226,237854,246565,222262,287468
"06079","San Luis Obispo","CA",2022,315818,216619,177842,17239,374286
"06057","Nevada","CA",2022,393970,298800,279038,93937,118854
"17197","Will","IL",2022,125095,181217,256029,285506,344908
"17165","Saline","IL",2022,56531,449794,185759,291817,102170
