"GEOID","NAME","STATE","YEAR","TOTAL_POP","MEDIAN_AGE","WHITE_POP","BLACK_POP","ASIAN_POP","HISPANIC_POP","MEDIAN_INCOME","POVERTY_RATE","NO_HEALTH_INSURANCE","MEDIAN_HOME_VALUE","MEDIAN_RENT","BACHELORS_DEGREE"
"30087","Rosebud","MT",2021,480074,44.25172961317,657249,266186,5990,378652,30273,10.4037994646933,15.4214628436603,932758,2608,53.7208623043261
"30027","Fergus","MT",2021,799485,30.3485097968951,218073,229798,207402,39005,39603,9.80612639803439,0.0231473380699754,973703,2624,18.5759069304913
"30045","Judith Basin","MT",2021,300946,40.388544681482,313311,370035,283156,390638,48725,6.26396571286023,29.4490117602982,183788,2677,46.5847210516222
"30023","Deer Lodge","MT",2021,988515,40.0995092280209,548959,212119,185863,369168,84106,10.1937842974439,15.4484482761472,719276,2292,52.0333285466768
"31167","Stanton","NE",2021,208283,45.3142778156325,486390,24911,30312,364538,40332,26.8209271028172,23.1566810701042,970223,2853,56.3870489271358
"31101","Keith","NE",2021,847923,45.6032005278394,266993,50428,94302,319512,46459,29.9626661941875,25.6678614858538,389718,996,25.1377226924524
"32011","Eureka","NV",2021,253169,41.7842580284923,86827,210039,57872,291990,88832,12.1177453210112,7.6961912191473,748549,2861,43.3897883072495
"32015","Lander","NV",2021,659608,32.3068040190265,791319,325412,172878,355327,42621,18.5731267160736,12.1668888023123,155045,1530,34.9766684602946
"34027","Morris","NJ",2021,515810,42.2365221660584,846318,68952,68549,320408,62936,11.5289757330902,19.878184532281,121535,1514,26.9926070026122
"35033","Mora","NM",2021,715548,41.0806374996901,417384,410072,244031,67058,80328,26.7493275122251,4.48604312259704,114020,1690,56.0506041767076
"35011","De Baca","NM",2021,601964,31.8332479242235,126667,308063,217984,246749,42592,27.0067085989285,29.3135256925598,319591,2711,48.3287502103485
"36091","Saratoga","NY",2021,283107,45.2746485499665,140793,189465,4136,131849,92917,12.3320422205143,10.3535108570941,747947,733,27.3542095464654
"37015","Bertie","NC",2021,313135,42.5950491428375,199754,452224,283999,180327,92755,28.1030582915992,5.11872519738972,787826,2519,39.1012245812453
"37027","Caldwell","NC",2021,578178,49.7340736025944,752585,479485,238996,46245,60454,11.2976627261378,4.21570141799748,301000,1370,48.2765832706355
"37111","McDowell","NC",2021,807948,34.2572803236544,500169,27771,211352,140522,91573,16.4827483019326,16.823439700529,428549,1336,47.1539208223112
"37153","Richmond","NC",2021,540583,31.1351135140285,881722,460115,295959,40574,48768,24.8240649071522,8.08530574897304,354737,1728,24.1789646702819
"37123","Montgomery","NC",2021,204849,45.9211067249998,794449,294081,259046,220550,51755,17.242587597575,12.8621044079773,438769,1979,24.5442550885491
"37083","Halifax","NC",2021,279292,43.4282730892301,561899,232680,206668,165618,97105,25.7755312381778,20.3913013776764,753022,1277,23.3954752702266
"37059","Davie","NC",2021,165233,45.7590794982389,735259,399921,162677,172763,54908,17.689150130609,12.22143759951,252231,1420,37.29258434847
"37199","Yancey","NC",2021,648954,39.7530240099877,375805,491352,108639,237445,51614,22.7394700120203,5.53773913532495,106810,536,34.9206070671789
"38005","Benson","ND",2021,357327,47.5257486198097,653522,216354,210763,250868,61782,8.9657800574787,13.8571713888086,160011,1626,24.1697508865036
"38003","Barnes","ND",2021,700410,34.8848017212003,560754,147930,126847,83670,55803,14.7878481959924,1.4849202032201,966807,2212,11.4065111288801
"38059","Morton","ND",2021,757347,45.2077094698325,396990,477820,35066,363139,58482,28.9309034193866,21.0983166634105,390801,2331,20.8965954976156
"38037","Grant","ND",2021,187125,48.8365918351337,586720,175688,101676,88346,42416,12.785041234456,20.8835129742511,449216,1055,27.8031788440421
"39147","Seneca","OH",2021,855448,44.7432128712535,425748,487921,78749,224206,57139,29.7396181686781,1.91173477331176,214056,570,57.2747957450338
"39059","Guernsey","OH",2021,167857,37.7340159751475,495327,195767,243502,52597,75662,24.1186764452141,10.9683534340002,180845,567,37.228010026738
"40073","Kingfisher","OK",2021,118212,40.2081281412393,378294,255045,32091,160616,65981,24.1650445049163,14.043507494498,394120,1968,33.3043376007117
"41005","Clackamas","OR",2021,830711,41.0659049451351,462303,392185,271602,364953,60197,20.7125236699358,3.79461666801944,881311,575,10.9008067310788
"41047","Marion","OR",2021,330759,31.3634933251888,448356,80679,196579,362728,30720,19.4979231758043,10.4495670483448,758753,2804,52.0772166340612
"41031","Jefferson","OR",2021,834851,31.6358525957912,426509,139911,294091,32027,46963,7.98454238800332,19.7223339951597,975758,1272,23.8399760820903
"42031","Clarion","PA",2021,149005,47.9374276474118,442003,134251,266538,172903,88744,9.52976135420613,7.57393383421004,333796,1115,12.382491226308
"42061","Huntingdon","PA",2021,675860,44.3143182434142,697192,438862,281404,345675,95784,5.05551672074944,21.0194572457112,109700,2082,30.7516939844936
"45085","Sumter","SC",2021,547368,40.6009224522859,296778,332254,129924,352537,41801,26.0545488807838,5.14724291162565,757931,2773,51.8439358938485
"45031","Darlington","SC",2021,352642,36.5373770380393,121037,27113,21420,32363,82418,12.9329735948704,25.298166393768,369072,2209,14.3602323858067
"45035","Dorchester","SC",2021,531306,30.3317465772852,514173,41633,79871,352709,40009,11.5352919278666,9.9669769546017,447820,2547,18.8976864120923
"45015","Berkeley","SC",2021,822627,39.7853782167658,173833,1466,182333,340517,58320,13.4755258634686,17.1136944391765,154547,1386,52.2553423210047
"45025","Chesterfield","SC",2021,186445,40.1862381212413,321781,33813,205548,269747,69446,26.1028915480711,5.84821036085486,826523,503,48.962825096678
"45075","Orangeburg","SC",2021,35603,41.6009735921398,282388,353738,165000,76837,61588,20.0243305193726,10.6976398872212,983566,978,30.6823876709677
"45055","Kershaw","SC",2021,325567,46.886367732659,845956,218508,203133,182321,66390,13.5050507448614,27.9524124157615,173230,1885,26.6029543848708
"45059","Laurens","SC",2021,160375,43.2493541762233,261471,333296,272916,40173,53035,22.7800614212174,26.688473385293,257789,1257,26.2296125548892
"45017","Calhoun","SC",2021,113644,45.3164566401392,724249,236104,13166,66971,63046,23.092718947446,25.0074101239443,858450,2922,47.4924176372588
"45009","Bamberg","SC",2021,282230,43.2110928650945,141602,324878,62314,114002,94121,11.9368871219922,3.60201898030937,941475,1764,12.7896708808839
"46003","Aurora","SD",2021,157212,42.4696950754151,149451,11704,282971,327353,84769,15.8702547149733,19.8615014925599,307618,1028,42.6524112955667
"47045","Dyer","TN",2021,438027,48.9855261752382,545940,70302,193224,146414,51113,16.0535922343843,5.65626699244604,686455,2926,58.0159088969231
"47093","Knox","TN",2021,909116,37.6287982659414,481284,356707,200046,15919,84384,12.3740895139053,11.8941905465908,796587,1696,52.9221488302574
"47189","Wilson","TN",2021,974325,38.022369062528,398925,73901,77609,357580,75243,24.0578084788285,23.9430016418919,162943,2223,51.7653646552935
"47143","Rhea","TN",2021,176936,42.4882520223036,341612,65597,32337,386677,30956,12.3903175012674,18.2318812399171,558954,1546,57.5780740263872
"47053","Gibson","TN",2021,831090,47.4576104199514,779805,367367,149217,197781,55149,17.0027142926119,19.6407292946242,726754,2957,23.5105717461556
"47085","Humphreys","TN",2021,469900,34.9581279745325,758443,353087,271400,398026,94870,7.68716138089076,23.5716305952519,860520,1843,52.7331058075652
"47159","Smith","TN",2021,3975,33.9071220206097,31247,289847,187263,39572,91795,15.2514281054027,22.8123783739284,594542,2534,39.565851460211
"47049","Fentress","TN",2021,125316,39.8856061510742,286364,99572,191146,166482,68043,22.5721942156088,0.694935328792781,468240,1264,59.3618186679669
"47145","Roane","TN",2021,142395,45.035262145102,87646,11318,275743,222108,92735,9.38365240115672,29.6680489112623,345773,1111,51.2689510150813
"47105","Loudon","TN",2021,622239,42.0315071521327,71735,180581,62304,404,79045,29.5808088802733,3.35546092595905,211103,1569,58.8166328635998
"47055","Giles","TN",2021,587231,47.9734010342509,818718,449854,103647,370497,88608,8.79106714972295,11.1031058686785,296798,2486,56.1578797083348
"47119","Maury","TN",2021,624114,33.6226781457663,462051,422681,199597,277942,86660,17.2436751087662,12.0052554016002,860949,892,54.7662851307541
"47121","Meigs","TN",2021,292969,49.7731027565897,159306,209906,237513,372921,64660,19.2822047579102,25.2148420410231,384569,1897,18.5172413382679
"47135","Perry","TN",2021,491275,44.4984780624509,281682,27776,134597,82940,41769,15.4486716445535,15.0611700117588,698361,1973,16.4800504944287
"47127","Moore","TN",2021,254841,38.9916724339128,648918,472977,288087,131639,85282,29.2011055001058,9.1474544769153,975660,1994,22.2674970654771
"48091","Comal","TX",2021,582321,42.6760144717991,7276,149440,142695,73587,75561,27.4916993174702,1.63192091044039,357857,2357,29.8510654387064
"48453","Travis","TX",2021,844605,45.3162437211722,868446,250301,136360,155441,51010,19.4618602469563,24.2922930093482,969488,1363,20.7926393393427
"48475","Ward","TX",2021,526554,44.7239734651521,62026,462099,280021,307315,80025,6.1915698996745,21.5194837586023,281702,1956,10.7182264467701
"48161","Freestone","TX",2021,166426,31.7114773113281,448523,474430,90306,317590,55371,11.611166743096,29.0483872359619,580143,2725,18.0498471972533
"48073","Cherokee","TX",2021,963029,39.2039418593049,786720,198474,73212,210537,64855,26.3287159567699,13.7082144152373,446983,2505,55.0195519370027
"48293","Limestone","TX",2021,14608,39.8589707678184,724781,415146,254213,40516,81404,24.9728163774125,19.3725902633741,215417,1700,40.0440567429177
"48499","Wood","TX",2021,25763,42.8215561341494,109592,454058,122823,161672,81843,12.1225220512133,10.7280393526889,519027,869,59.6389875654131
"48333","Mills","TX",2021,952215,45.16512228176,890636,10478,209727,764,87654,24.2458155390341,15.6432882207446,251947,2883,40.9701819671318
"48317","Martin","TX",2021,587880,33.4842527937144,121874,208493,72352,86272,79251,20.5516509490553,8.43636759091169,421273,2236,38.3380615757778
"23025","Somerset","ME",2021,509905,30.9714714623988,132613,268050,143444,359679,43415,29.1508573817555,14.8521907394752,877172,1764,21.7008200730197
"24033","Prince George's","MD",2021,169253,30.5329671502113,16505,263593,98557,281378,98422,24.7610467497725,25.2333599212579,673054,1495,42.1740643121302
"24015","Cecil","MD",2021,396785,32.0008320780471,64083,28364,55346,247602,53348,22.3976719437633,8.0482562771067,770053,2970,15.390203546267
"01101","Montgomery","AL",2021,846731,37.7018867246807,434006,444242,280777,209438,63340,26.0269900038838,21.8022349756211,375408,1532,19.1183151234873
"01095","Marshall","AL",2021,445322,32.8457922441885,190811,49130,187903,60816,51239,19.212509727804,19.123579217121,119037,2688,42.8510176506825
"25017","Middlesex","MA",2021,137643,40.8619051706046,40912,307135,158708,383682,37247,25.9762396116275,2.9606464644894,641548,1928,20.6777332373895
"25027","Worcester","MA",2021,88557,33.6368049774319,200060,412190,174608,318922,87840,19.9486729700584,13.6223659710959,118953,1590,45.4769271682017
"26083","Keweenaw","MI",2021,808396,43.0532957427204,421966,171038,146973,219229,83165,7.66472915536724,10.173252755776,543604,502,39.3184594018385
"01109","Pike","AL",2021,967627,42.0619009248912,214403,147461,236069,230719,41340,20.786267106887,13.5302963876165,625254,1907,21.1126364441589
"27167","Wilkin","MN",2021,747000,34.0975522249937,474369,150550,223887,326232,74555,20.8837974944618,8.55377561878413,962827,2421,37.6870327885263
"27073","Lac qui Parle","MN",2021,829366,38.0038604792207,420828,230542,167564,193081,49947,13.7252265540883,13.2342794467695,709325,720,35.1531306188554
"27089","Marshall","MN",2021,126994,41.1495025269687,717959,218908,106198,179670,99867,16.0599764739163,4.15620568441227,720380,2570,20.5553477886133
"28055","Issaquena","MS",2021,976899,42.6342384563759,763619,65577,190442,224753,57471,25.4774136538617,13.7787381419912,161656,2091,27.8784825024195
"28021","Claiborne","MS",2021,439611,43.3303378336132,236147,130940,3812,324125,94029,15.5540014163125,27.5800574314781,667282,1856,31.2448441423476
"29013","Bates","MO",2021,904606,43.8787098042667,578684,337224,213049,214834,35402,18.4854762931354,28.1221166322939,238695,1547,58.8679531728849
"29087","Holt","MO",2021,356209,42.2921189526096,777777,12340,194383,191765,76014,15.0538010941818,0.831689725164324,148492,2210,17.5235625961795
"30081","Ravalli","MT",2021,155965,36.0244831349701,90035,82630,226755,157298,87778,12.7009225147776,29.7905611270107,630456,2462,48.9841860043816
"31095","Jefferson","NE",2021,757128,49.355199127458,107076,101732,187062,135415,33988,7.66486472683027,18.8664985634387,692672,2332,19.2879046336748
"32003","Clark","NV",2021,224429,44.0962378401309,492286,252343,299767,341260,59042,16.3568566506729,11.7998496000655,458465,1330,13.1755902222358
"33007","Coos","NH",2021,945194,49.7842149436474,880334,364413,69984,297278,77028,26.2808131589554,3.91777987824753,464158,2977,51.4517908124253
"34033","Salem","NJ",2021,1012,43.891537617892,388827,459709,244639,203605,71701,19.6126318431925,14.0465079713613,295921,2512,24.4688134547323
"34021","Mercer","NJ",2021,997201,41.5135612059385,515010,78141,74251,141639,52328,17.65629970585,21.1504023405723,658544,2433,50.2639299514703
"35055","Taos","NM",2021,269989,39.5880765747279,241314,466524,286633,259613,52950,5.19926211098209,29.6860123076476,847993,2917,37.2254952811636
"36013","Chautauqua","NY",2021,340239,47.0848959963769,167214,220612,235131,161858,30290,19.2118612362538,14.816000496503,172788,1002,28.6466073500924
"37019","Brunswick","NC",2021,674677,41.5418922854587,179302,90676,233429,319482,96843,10.5255144776311,29.6307451603934,520709,2220,47.792722391896
"37113","Macon","NC",2021,417515,47.5503539992496,475039,440154,196029,116728,94091,5.99973215837963,7.40239750826731,818927,1035,52.2395433299243
"37013","Beaufort","NC",2021,664640,39.7391681792215,859027,493874,173224,12447,30496,12.2727439401206,20.1911707757972,366267,1985,17.9060781630687
"37139","Pasquotank","NC",2021,275771,33.6457473644987,449670,166856,131476,302940,42323,8.80915604182519,23.5501097445376,117919,1284,18.3046806277707
"37173","Swain","NC",2021,245710,30.9361630957574,755048,20211,238597,190397,62247,7.15402655303478,11.8885605270043,488007,1773,52.7512578200549
"38099","Walsh","ND",2021,630927,35.018220776692,287555,169706,208487,356110,68131,22.4183479510248,26.7702742642723,293078,2610,11.4443241991103
"39167","Washington","OH",2021,744853,37.0965834194794,669918,55452,59352,16480,57247,13.7222365778871,24.2866255505942,433215,2457,55.7105488050729
"39061","Hamilton","OH",2021,982855,43.0040470231324,849516,138234,232825,206034,69923,29.766464123968,9.05639991397038,632504,717,20.4911820963025
"40065","Jackson","OK",2021,278911,31.5120867313817,16531,74126,128910,347939,30560,24.0988448739517,24.9830215377733,133881,2722,38.7334644584917
"40079","Le Flore","OK",2021,467994,34.4853590102866,220228,161930,157662,71620,59462,16.4343239576556,27.7727628755383,545385,2452,43.3847964880988
"40135","Sequoyah","OK",2021,290581,43.8435717485845,272646,349736,172416,307905,49318,12.82159792725,7.5745514407754,105105,2464,57.135805664584
"41035","Klamath","OR",2021,121722,34.6497074933723,626347,310977,269343,359234,47901,14.9740074190777,4.26305109634995,420799,2572,47.0728369452991
"42133","York","PA",2021,615019,35.824476191774,877258,461191,48001,124304,70587,21.5823594143149,7.10198044544086,113933,2685,15.2572952699848
"42095","Northampton","PA",2021,769868,34.6166597912088,188662,62646,2799,200565,38213,27.9249533906113,5.75612094718963,526327,716,10.2115715062246
"42127","Wayne","PA",2021,954094,42.3501797672361,555320,91130,219665,325152,70769,16.4333152945619,19.0082757244818,609017,2226,41.5309168072417
"45019","Charleston","SC",2021,481527,36.5166242932901,621926,438169,281644,118139,81586,13.2724597014021,23.677925246302,172471,2553,16.2257826793939
"45021","Cherokee","SC",2021,378697,37.8052278282121,172312,226409,218243,30622,81605,17.9901011881884,28.9753126376309,523070,650,42.2190136532299
"46023","Charles Mix","SD",2021,560605,33.0887387134135,828751,444680,274887,106157,42625,26.5928310819436,25.5253672180697,585661,1630,37.9255202505738
"47157","Shelby","TN",2021,287138,39.197601932101,695866,127400,199739,334649,57829,18.2230994000565,22.7703043492511,154692,517,53.6132193775848
"47025","Claiborne","TN",2021,46351,37.6563483197242,713125,405519,1570,350641,46284,22.583812517114,23.8282779604197,521445,758,56.6358390171081
"48071","Chambers","TX",2021,945090,38.7787117063999,613764,229358,272721,370355,45019,17.547286611516,5.57113286107779,912517,963,12.8562175226398
"48323","Maverick","TX",2021,997846,30.6253528455272,567527,376944,51723,167641,86874,27.6117483864073,16.8399000121281,433613,1704,33.6297652358189
"48203","Harrison","TX",2021,573231,35.9810174908489,143658,71669,241123,173459,59025,21.2951320176944,3.73652405804023,194725,1695,10.2808056306094
"48037","Bowie","TX",2021,247634,40.1022161589935,31062,332805,149830,341195,96009,8.25074313441291,20.0529280537739,732761,1455,15.2327159210108
"48277","Lamar","TX",2021,797647,49.9863134790212,673280,134510,206293,312816,52160,29.8032239032909,28.5157218994573,227810,2863,59.0778569597751
"48359","Oldham","TX",2021,371090,48.6945597501472,64799,303810,218138,31967,44849,24.3584505235776,15.5859040422365,946943,2313,18.3243638044223
"48315","Marion","TX",2021,69990,37.1177071938291,326789,420624,149346,299901,76119,8.94190126680769,15.1759096537717,879418,1006,21.7156577645801
"49019","Grand","UT",2021,799972,31.2037724861875,219824,304303,75983,31998,62175,18.6387151898816,9.2930607078597,296554,1123,24.3683868809603
"49045","Tooele","UT",2021,837339,38.0694960383698,456509,118005,282901,291577,51114,15.2769864781294,10.4489762429148,601629,1683,56.2378215161152
"51099","King George","VA",2021,216481,31.137350522913,29522,23996,225328,28430,99414,22.0438192086294,26.3627570704557,646705,1812,48.3715051808394
"51027","Buchanan","VA",2021,59848,48.5734721366316,389726,388455,141265,57610,40623,27.2936861624476,1.5759660070762,269050,1213,34.598706047982
"53055","San Juan","WA",2021,115102,43.2304304232821,222224,325937,188791,265361,93278,20.8223969570827,24.9062241590582,822407,981,31.7580118216574
"53011","Clark","WA",2021,806212,34.0038187010214,641156,78144,190829,361678,35271,18.3012418751605,22.770990121644,190685,2406,31.8911629053764
"53045","Mason","WA",2021,142113,45.4899694956839,740836,444488,213585,190062,37307,11.0486201778986,28.214180865325,208927,2518,57.6863543735817
"53019","Ferry","WA",2021,725791,46.734451437369,562053,224558,140564,98267,66284,6.28475588862784,18.022599038668,486434,1388,15.1939848694019
"54037","Jefferson","WV",2021,335910,38.7282079504803,33088,35014,169595,379805,63717,7.33826981857419,28.4503317601047,832849,2993,37.4955492583103
"55051","Iron","WI",2021,345628,33.7653066636994,178887,163352,132180,120883,92909,17.228013924323,1.00196102634072,288247,2926,57.7921911748126
"55007","Bayfield","WI",2021,306785,36.665400522761,461295,144075,157843,341688,92072,9.34388120193034,16.5341509622522,670581,2764,10.1485510380007
"56029","Park","WY",2021,989862,33.955120719038,644709,272667,79509,190437,69861,17.5033351127058,23.1643762509339,158666,1329,29.0142502891831
"78030","St. Thomas","VI",2021,601789,41.4188682800159,39981,382222,87626,179628,58401,18.9940864872187,27.0207127556205,575304,2861,10.4479473689571
"04025","Yavapai","AZ",2021,1226,43.4296753071249,642453,321179,202147,392648,47331,17.5899390608538,12.7742513618432,773115,2153,32.1545176114887
"49029","Morgan","UT",2021,837552,39.5951763307676,148838,361338,142146,13299,82461,10.0930863013491,2.70643847761676,448742,1786,21.305438564159
"49011","Davis","UT",2021,707847,41.6014865180477,835473,296147,186876,372444,84207,22.2629373671953,5.84694464458153,115056,2874,47.408930726815
"51031","Campbell","VA",2021,415121,35.6408440554515,97474,172077,65902,102589,79066,9.20926163787954,25.8815150312148,419463,2693,15.0907168420963
"51075","Goochland","VA",2021,476806,31.6813307860866,325951,191324,217296,153554,79173,11.8510848504957,1.94825452985242,451934,1322,18.3220313536003
"51033","Caroline","VA",2021,938521,40.6836890429258,566149,26869,174623,25871,44375,13.5380845179316,10.689848237671,635336,1706,36.0238974122331
"51155","Pulaski","VA",2021,369588,39.4059321982786,434301,378122,147925,120330,82461,28.0310319690034,9.00546901160851,554430,1286,39.9770756508224
"51161","Roanoke","VA",2021,439846,30.6337732123211,190573,489598,201646,372752,69863,17.4908237834461,9.80165652930737,525482,1679,51.4533523959108
"51149","Prince George","VA",2021,617904,30.8918325323611,732911,165361,281306,227105,78430,6.8888387188781,13.012778791599,771008,2739,16.2352911452763
"51147","Prince Edward","VA",2021,248786,34.8963600303978,90548,218230,214396,310824,83761,21.6269686480518,3.00460321828723,189650,1172,27.5926391617395
"51157","Rappahannock","VA",2021,700321,43.8275763113052,617906,382237,61907,364136,93798,15.0517289421987,13.9320561569184,539263,2321,58.0617660563439
"51029","Buckingham","VA",2021,845506,32.106399377808,465709,79117,122314,25635,72419,27.7956760150846,21.1505420599133,881487,1133,15.9903337038122
"51660","Harrisonburg","VA",2021,480524,43.7439136812463,53026,142473,267276,399088,35125,29.1054489044473,17.564183184877,101068,2156,11.0842976276763
"51007","Amelia","VA",2021,124514,39.986650547944,434667,149974,168626,106222,60689,22.3485082224943,25.6356631522067,767919,1713,37.6430535246618
"51097","King and Queen","VA",2021,319655,45.6882847985253,678462,434589,14936,296821,39734,28.9565608673729,11.9453682121821,647943,1101,13.0417130794376
"53077","Yakima","WA",2021,168076,37.9731922084466,85700,427574,79071,12724,58191,8.71423191973008,9.96128564234823,544192,921,18.0613393918611
"53017","Douglas","WA",2021,28089,35.9399373689666,105880,166835,149150,52813,82779,7.81373382895254,13.0259266449139,721400,624,37.7391172130592
"53041","Lewis","WA",2021,118688,46.7771684238687,240637,305767,232994,355707,88820,18.2307377120014,8.7467533769086,651411,2184,50.9184718620963
"53043","Lincoln","WA",2021,799425,36.0755588905886,212741,358664,158913,345129,92808,29.3222132208757,28.9639941765927,891651,1843,28.8151037669741
"54021","Gilmer","WV",2021,54120,44.0814613969997,256859,71706,198173,94588,89712,27.283323307056,29.0403514914215,648113,707,24.0042013954371
"54045","Logan","WV",2021,70311,31.051902291365,307771,99315,291255,25077,68391,17.494576262543,10.2095392229967,159682,2605,46.4661156781949
"54081","Raleigh","WV",2021,52416,39.1283244546503,176866,395166,39915,61421,30894,29.4872495706659,16.34185686009,931241,614,19.7196199465543
"54093","Tucker","WV",2021,740717,47.5878403475508,193139,238247,109923,86915,78526,10.7384073268622,23.8423332385719,371911,1653,38.0306992935948
"55133","Waukesha","WI",2021,854195,36.153024295345,833951,274077,7034,163820,53845,15.350252565695,8.71353819267824,790242,1552,31.840850438457
"31091","Hooker","NE",2021,247507,33.2206183485687,111349,197639,189999,249121,86666,28.5284989117645,16.5725338971242,191666,641,52.61165689677
"01003","Baldwin","AL",2021,605939,47.0734440209344,852238,232857,88616,235982,54639,20.1053503330331,12.0721354801208,747536,2284,36.2368104537018
"01129","Washington","AL",2021,438440,37.34283328522,852800,390168,51501,206594,84883,11.8362033052836,28.507872254122,289402,1195,12.8556996840052
"02122","Kenai Peninsula","AK",2021,140815,37.7257284056395,338566,318363,187682,260790,30898,17.3635495605413,6.25149664236233,996262,2033,41.76387186395
"05139","Union","AR",2021,475818,43.1578367948532,355555,300019,18284,282202,42510,13.3656070171855,23.943329541944,646606,2052,15.4343294701539
"06073","San Diego","CA",2021,905780,49.3146505439654,492172,19416,18614,74210,62977,11.4518823579419,22.3892143950798,159376,2725,49.3760661478154
"06081","San Mateo","CA",2021,60309,45.0798936048523,114142,315822,169096,188545,34007,27.9407728649676,19.9524953705259,425495,2950,27.036802880466
"06091","Sierra","CA",2021,794406,49.0512121422216,668856,193159,213831,201210,80997,9.40568644553423,25.0414709164761,758301,904,54.7830320685171
"06017","El Dorado","CA",2021,214942,36.3618602789938,849524,93175,231456,260983,55070,16.5628955769353,20.8662800397724,281305,2458,50.2108104201034
"06007","Butte","CA",2021,841807,43.577916175127,340044,34104,232291,61212,52872,12.8378012869507,3.44894272042438,982731,1024,20.4616336757317
"09170","South Central Connecticut","CT",2021,66943,31.7710533738136,545416,5934,146754,83739,57029,5.98941700416617,23.0430260533467,879129,2463,29.055801385548
"06109","Tuolumne","CA",2021,497939,43.7977656489238,112246,54840,207068,19469,61157,18.5831936262548,24.8858302203007,668864,1106,28.3460291125812
"04021","Pinal","AZ",2021,608134,30.9135289071128,722339,499304,88059,293806,64990,24.6125342918094,26.7548815975897,296812,2991,28.9549716189504
"12075","Levy","FL",2021,874929,44.0088852262124,652493,339286,266464,167082,95965,10.6571841589175,16.7970233992673,694303,1863,57.3236276186071
"12045","Gulf","FL",2021,668636,45.1257686549798,770152,184398,42640,221073,80341,6.37610272504389,11.0683287587017,679091,700,38.6847228184342
"16087","Washington","ID",2021,765097,49.6505557280034,815064,228875,166825,82941,52027,19.5166939473711,8.33359180949628,356051,1578,27.6129989908077
"13073","Columbia","GA",2021,266404,35.2187525387853,622596,163565,124196,319625,61704,12.8300944063812,26.9885898940265,263062,2754,25.1039800141007
"13313","Whitfield","GA",2021,256361,41.844811597839,120921,334377,121170,182212,80360,28.362941283267,0.445770600344986,156599,1241,16.9867808604613
"13143","Haralson","GA",2021,647187,47.2370327077806,201762,66670,276745,99847,32959,19.3320722971112,13.4678185684606,432841,658,45.6049067457207
"16073","Owyhee","ID",2021,412918,48.7005905760452,448415,270150,44107,369951,30351,29.7421015577856,22.3408836498857,283774,1513,22.6323669101112
"16043","Fremont","ID",2021,188952,40.8767915936187,113872,271797,204495,268009,60733,13.3483739523217,13.6534340539947,337264,1622,14.4591127894819
"17003","Alexander","IL",2021,262134,40.7682764949277,772220,104061,13108,154453,77291,16.7506964656059,4.92931817891076,982133,2157,18.8210050249472
"18047","Franklin","IN",2021,916281,33.5225043073297,261024,306766,170478,357872,94601,26.8659543141257,21.1792246391997,294978,542,17.5294249341823
"26089","Leelanau","MI",2021,976836,43.3171340310946,608065,104927,199701,182138,71914,8.47037243191153,18.4361157962121,998754,2254,59.3303976720199
"18147","Spencer","IN",2021,106411,43.0700896587223,297556,210683,158012,320277,95223,10.047416879097,0.152284351643175,681035,2347,23.5324487928301
"18183","Whitley","IN",2021,729485,32.5330363819376,278628,179423,196229,34607,41761,17.3581970168743,20.5033642658964,139586,595,31.8834948958829
"08109","Saguache","CO",2021,516945,48.170879567042,835368,231552,45977,115627,89854,6.83166978531517,19.4540149765089,377374,1030,46.5172568941489
"26121","Muskegon","MI",2021,468806,47.4196791835129,438953,389797,237452,338765,67250,16.3290399021935,13.5013311565854,425839,2473,20.9944790718146
"21133","Letcher","KY",2021,957664,46.6364237572998,837316,187643,237313,255287,62506,19.119778724853,27.2743931156583,111446,2212,12.2036222275347
"40125","Pottawatomie","OK",2021,202860,31.9222426367924,293132,439849,127045,59924,46750,10.4711443779524,29.8447565361857,442217,1234,36.7657764372416
"08043","Fremont","CO",2021,230299,37.9604039620608,499120,163898,212466,149987,84757,25.1850251527503,15.0968845328316,453255,2742,32.9767359793186
"26047","Emmet","MI",2021,3092,30.040445458144,482564,423983,260254,86791,70783,27.3427411052398,28.4119102614932,526309,2017,19.4100141548552
"08013","Boulder","CO",2021,168833,38.7573030591011,370785,38099,110564,354790,66952,14.0666594740469,14.065824765712,490828,658,57.937235108111
"08049","Grand","CO",2021,66194,38.6605282081291,288373,335265,286510,304616,75262,27.6648328534793,3.03390166489407,824293,1440,51.1472544190474
"22045","Iberia","LA",2021,111609,41.7386315111071,773883,225636,207976,392357,31510,26.1595368862618,24.5302701601759,740749,2474,10.4958053934388
"22107","Tensas","LA",2021,884008,32.9368394706398,868243,442535,182182,328411,94980,6.81416391278617,4.56211875658482,671735,2085,24.7360952221788
"22019","Calcasieu","LA",2021,813224,31.5189676452428,816857,355130,141352,124248,46220,17.2429336654022,15.1541441003792,923418,2393,37.6108643971384
"22125","West Feliciana","LA",2021,682120,44.5567155070603,665174,164703,4453,246472,88902,25.754575607134,1.7634612810798,242565,1275,57.0896351151168
"02158","Kusilvak","AK",2021,331677,43.7649216456339,263480,162229,263207,53759,76127,13.7412088701967,7.20024128677323,775442,844,55.48501301324
"42029","Chester","PA",2021,170155,32.5697744032368,526648,105004,51133,104510,53034,6.16729433648288,5.67686343099922,464253,575,26.6698676184751
