"GEOID","NAME","STATE","YEAR","TOTAL_POP","MEDIAN_AGE","WHITE_POP","BLACK_POP","ASIAN_POP","HISPANIC_POP","MEDIAN_INCOME","POVERTY_RATE","TWO_OR_MORE_RACES","NATIVE_AMERICAN","PACIFIC_ISLANDER","GROUP_QUARTERS_POP"
"51125","Nelson","VA",2020,68554,38.3351710531861,785699,77702,276883,138038,67552,18.5954087309074,46363,6841,1513,26133
"53037","Kittitas","WA",2020,878308,46.4018863905221,650364,278123,253514,119832,71495,7.01001103268936,31976,9266,2405,23665
"54039","Kanawha","WV",2020,215792,30.7882934762165,597420,197444,206832,25669,81503,7.48143152566627,10717,9374,1248,45962
"54049","Marion","WV",2020,753279,33.5448452457786,251309,314586,280058,84133,39835,8.46158952452242,19199,3478,1106,22690
"54109","Wyoming","WV",2020,28037,42.9488703794777,56792,164024,226885,181452,32817,9.26043845945969,43327,2269,2758,15983
"55001","Adams","WI",2020,151253,41.5773191768676,593472,102289,116792,73096,37686,20.2887303440366,4730,7560,4005,30438
"60040","Swains Island","AS",2020,20995,35.9738882724196,372977,460038,283664,124184,42341,11.2332633475307,40982,3496,2443,10590
"66010","Guam","GU",2020,426682,35.7991567254066,796977,337921,253693,238349,60976,14.6881355915684,4350,5960,4424,39606
"69100","Rota","MP",2020,856644,43.7004950223491,586078,109908,252554,397305,73317,5.77906060614623,12171,9421,3423,29160
"72141","Utuado","PR",2020,128977,31.4439564011991,628857,316788,144501,215889,72040,8.98284844122827,18529,5341,1582,35076
"72003","Aguada","PR",2020,387370,40.1062535913661,551517,262816,89432,158734,89793,28.6774249002337,37408,3709,3924,781
"72023","Cabo Rojo","PR",2020,64870,35.0565150147304,840662,73510,63882,174355,77525,9.46747690439224,44328,649,3170,20537
"17097","Lake","IL",2020,26991,32.9051224049181,170892,62459,190218,220791,82276,26.3181788858492,10162,1667,4669,41684
"17029","Coles","IL",2020,719690,45.0020803697407,87256,30156,130729,15536,90841,13.7284241046291,6368,1188,1878,31599
"05009","Boone","AR",2020,174855,36.6580565227196,236509,31606,39134,156961,80876,5.58868887717836,9347,7563,905,1740
"06059","Orange","CA",2020,889373,32.7076078718528,21770,315451,117775,222182,78932,12.5022997858468,24029,9782,3576,49785
"06041","Marin","CA",2020,968138,44.3487276975065,874830,142687,41441,240677,36946,8.94262328045443,27125,479,3998,16146
"06085","Santa Clara","CA",2020,128228,42.6415813295171,779980,201943,34754,288550,47243,11.1280043213628,499,8100,4506,34484
"06077","San Joaquin","CA",2020,747874,34.7765287011862,702542,148384,219294,399637,74967,21.8325917096809,22535,6211,2639,20315
"06019","Fresno","CA",2020,768060,48.7036296119913,269017,35808,245261,295860,89590,24.7752942913212,314,5718,2116,45370
"09180","Southeastern Connecticut","CT",2020,450327,37.2596175968647,685271,198464,94035,367235,87789,20.9969490021467,30547,5763,4302,6656
"40089","McCurtain","OK",2020,130794,43.65632167086,566553,357581,156990,292098,37494,29.7548515675589,48075,8923,4668,13970
"41019","Douglas","OR",2020,886025,31.9026248157024,674071,463614,100344,248563,41061,15.5882497038692,3643,6561,4718,27013
"41051","Multnomah","OR",2020,741614,33.1384327309206,454178,302605,131332,364501,85968,29.741003359668,32764,9141,2086,11695
"42111","Somerset","PA",2020,900030,36.5738576231524,111855,454308,105609,307105,65257,11.6669000836555,38141,3964,3650,12988
"42101","Philadelphia","PA",2020,918971,41.7273907270283,726196,100862,113803,126593,54227,7.53970600897446,19575,26,4562,3230
"30015","Chouteau","MT",2020,373841,43.3301149494946,69306,6664,115365,48701,75719,25.8754106191918,34134,8098,3919,25892
"30073","Pondera","MT",2020,386172,34.3106585461646,123983,493065,237270,253224,63597,6.96492613176815,42255,7911,4288,7253
"31155","Saunders","NE",2020,894514,36.758726220578,382625,488973,88965,304994,89943,10.3828710049856,42859,1892,4512,18145
"31085","Hayes","NE",2020,32184,31.5785951074213,673234,295480,52768,3537,64056,8.18360115634277,15267,644,3164,7468
"36111","Ulster","NY",2020,63364,30.6480288924649,121739,444575,241068,25493,44761,20.2435317519121,13448,9610,1563,2588
"37167","Stanly","NC",2020,353536,32.582829259336,678870,390815,86340,316428,62966,14.8642006109003,22005,8888,3905,6799
"37193","Wilkes","NC",2020,28009,30.4260731348768,382897,9185,145174,395497,73552,29.4053389818873,32860,7428,1544,21838
"37117","Martin","NC",2020,175784,47.4800607375801,655047,132113,178113,268678,88983,6.52051168261096,4845,1279,1126,26671
"38071","Ramsey","ND",2020,387475,31.214443128556,896908,269351,85079,65802,45636,20.6169869122095,6472,6237,1795,48001
"39127","Perry","OH",2020,150046,39.7290437016636,441403,65505,179853,40456,75402,13.0016375170089,27438,4636,714,49325
"40117","Pawnee","OK",2020,838773,44.2062453366816,470000,334285,253307,384154,75056,16.7513679724652,3861,9173,2866,8152
"41023","Grant","OR",2020,362301,31.054007532075,298009,417570,233540,394791,51928,12.1126178372651,17490,158,3200,37936
"41003","Benton","OR",2020,335062,32.0163504499942,482424,384994,190970,196450,83408,6.23529764241539,21115,3727,4319,37883
"45049","Hampton","SC",2020,78044,30.1259717624635,776185,136037,48425,168979,74447,25.5122376733925,47650,4561,2604,31345
"46093","Meade","SD",2020,586161,34.0460907947272,422929,490157,128010,259798,52100,23.485839292407,22364,7498,2826,44971
"46041","Dewey","SD",2020,881077,34.8698873678222,516503,270804,47677,18147,77714,8.35828814422712,49234,4503,1060,8424
"46117","Stanley","SD",2020,642055,38.7107876781374,180992,185867,16686,383970,96332,24.2023233394139,10896,8869,2621,27537
"47059","Greene","TN",2020,427521,43.1646744068712,285768,296899,59728,392391,84536,25.7056331681088,45158,1582,4594,33701
"47031","Coffee","TN",2020,979979,38.0091929482296,136874,419652,205630,132816,45890,23.0576078011654,25105,4785,4379,31818
"47187","Williamson","TN",2020,435290,38.2200890453532,823948,414277,64032,307993,93987,24.9058523052372,12556,9283,147,44897
"47037","Davidson","TN",2020,169101,45.3256081370637,2016,46321,100252,203598,77170,23.8799023104366,19490,1723,3752,29670
"48339","Montgomery","TX",2020,198834,39.3740188609809,652169,273369,129159,221522,85602,23.6435651849024,15622,2623,2253,47716
"48227","Howard","TX",2020,386233,45.5223468039185,794583,118275,60249,174615,33841,21.6397926514037,35540,198,4563,30013
"48289","Leon","TX",2020,921601,47.1172526106238,4198,253731,21313,367574,93013,16.3731396500953,3772,3242,4791,5321
"48241","Jasper","TX",2020,371336,30.7955810241401,217963,94240,227697,365656,59832,12.494179304922,46546,2467,1578,18677
"48449","Titus","TX",2020,11633,33.6432820884511,603136,278250,38823,191990,36890,8.37250164011493,20189,941,4976,27414
"51127","New Kent","VA",2020,399464,34.6282610902563,463403,72591,203418,229340,99111,5.81103934207931,31180,9671,1376,49795
"51103","Lancaster","VA",2020,714487,47.1837300015613,694637,186534,227296,4897,62513,24.4129006296862,16515,6809,1288,40075
"51139","Page","VA",2020,200064,40.8327222196385,491330,264925,277537,82435,90153,13.1121583585627,41641,7666,3564,29968
"51017","Bath","VA",2020,61884,41.3632945017889,248010,375786,147190,380593,35326,21.4395091822371,36418,3265,4848,18007
"51036","Charles City","VA",2020,448170,38.7803425686434,256410,413939,137912,347131,98622,14.0570862987079,34822,7388,1458,28046
"53021","Franklin","WA",2020,877326,35.5556848691776,354053,248728,12056,147088,56750,27.2908361756708,38171,3281,964,37098
"53025","Grant","WA",2020,831781,44.9223929690197,160627,296151,189399,362952,62273,27.7456107561011,6193,5144,4377,32357
"54087","Roane","WV",2020,726960,34.3524642381817,192175,274196,240603,397565,73110,23.4759603114799,19273,2894,2487,36531
"55057","Juneau","WI",2020,126987,43.6304325144738,495332,89930,182685,337506,72119,28.5961148922797,1769,7457,987,37126
"56013","Fremont","WY",2020,991532,46.493711671792,377685,395029,232302,268316,55902,23.5039006522857,46940,2688,531,9094
"05003","Ashley","AR",2020,626297,49.4195151561871,110808,221208,225360,319259,34095,6.23630601447076,25940,5211,4851,14953
"06053","Monterey","CA",2020,900876,36.2819589115679,840862,46539,125415,51716,40660,27.5076768430881,6512,7712,2123,20284
"13027","Brooks","GA",2020,268087,49.7120791999623,812162,132777,175547,200501,76187,6.30129705066793,42587,3170,4653,299
"16079","Shoshone","ID",2020,927267,35.3328574215993,214429,25599,117218,243730,44517,26.2679093994666,18016,6180,2370,8332
"17189","Washington","IL",2020,461714,30.8352925581858,107472,57552,82874,324575,62587,7.51806593732908,40477,5053,818,30411
"18089","Lake","IN",2020,318651,30.0972319766879,415957,479511,183323,9524,57715,8.45079494873062,43003,8599,1248,34133
"26029","Charlevoix","MI",2020,458224,32.7038222970441,441016,117832,94927,106921,30390,9.31861643446609,34561,57,1095,29332
"36081","Queens","NY",2020,96470,41.9083438487723,392611,26005,91426,145376,96542,23.4990412381012,33286,2583,4803,12123
"21007","Ballard","KY",2020,114841,32.8807495301589,349172,67690,21921,222412,94495,14.5638150873128,33361,5574,3508,8706
"21089","Greenup","KY",2020,853464,45.2201216295362,269238,363073,57810,58777,67653,21.232253331691,3655,7186,4735,10000
"08005","Arapahoe","CO",2020,71730,31.728592030704,297158,399913,239015,298625,75616,20.8432728727348,10069,5588,4719,8185
"24025","Harford","MD",2020,170926,32.3461675085127,376741,363982,268648,399448,44395,23.5629715910181,4930,1777,1679,4441
"01117","Shelby","AL",2020,867303,34.132632878609,821071,85630,236224,35840,47074,18.0665276781656,45121,5391,3640,19593
"25011","Franklin","MA",2020,629403,48.1328954035416,623094,10391,180002,266266,58400,25.0001840828918,46281,3858,4098,11986
"29227","Worth","MO",2020,393911,46.6170575609431,14258,171699,249492,125135,80658,16.6599482658785,32965,2608,1271,36242
"37133","Onslow","NC",2020,353695,30.395149118267,509976,61975,299298,235138,86570,10.1108379964717,10456,463,1583,22537
"37131","Northampton","NC",2020,186500,34.926416692324,229082,285291,115200,353145,69211,5.90960320085287,31536,1039,2179,47311
"40141","Tillman","OK",2020,19554,41.2904044287279,358352,429505,249831,23577,55170,20.2463942882605,36572,1688,3741,41644
"42125","Washington","PA",2020,575517,44.8376514622942,149636,415923,93321,217901,41772,24.8410754848737,20010,5793,1846,22162
"45073","Oconee","SC",2020,48682,46.3491948368028,56271,152455,122055,398425,86423,6.42817402957007,37259,2056,1861,953
"48403","Sabine","TX",2020,877546,45.1207635737956,515681,418813,55847,364608,98396,19.6102743165102,8959,2450,1004,34286
"22105","Tangipahoa","LA",2020,481658,38.5635343845934,187918,497921,164352,103396,70990,23.8204452279024,14320,1945,4504,11001
"23027","Waldo","ME",2020,850824,31.8735844455659,588716,82510,48157,242437,62980,22.8132823726628,33022,4274,33,31581
"02110","Juneau","AK",2020,999537,47.5566674210131,326449,17002,140631,89606,95000,14.6794913639314,18897,8051,787,1900
"02180","Nome","AK",2020,813754,31.1862246226519,373767,46825,228152,173139,43519,13.6385019065347,22357,4037,4119,32102
"24035","Queen Anne's","MD",2020,384049,44.7010239120573,779557,115464,32199,124463,62758,10.7695301715285,2704,7799,3533,34013
"02070","Dillingham","AK",2020,401476,35.7805511448532,774314,372455,41277,75171,82733,13.662212517811,36259,4337,3477,14859
"24001","Allegany","MD",2020,742522,35.7993897935376,637159,303338,259440,91622,65388,20.5775075254496,13797,545,57,33082
"27031","Cook","MN",2020,310638,36.0863276850432,404014,48630,63515,252015,72168,18.5509874846321,24087,9732,1854,31765
"27075","Lake","MN",2020,907933,36.4721585391089,454273,73144,58952,16572,74983,16.0681602556724,48311,4487,3339,6100
"27077","Lake of the Woods","MN",2020,382218,33.1592344678938,548550,349753,174742,207040,47255,17.7574256621301,22769,3797,4545,7234
"28109","Pearl River","MS",2020,850374,36.020119828172,838822,206147,11281,283076,62463,6.14851705729961,34893,2007,3907,28010
"28103","Noxubee","MS",2020,505786,33.0751699861139,492605,320102,44793,390782,53980,16.2879313179292,14440,2151,3316,25363
"29171","Putnam","MO",2020,290293,36.1685700016096,379501,491017,86949,129184,40680,18.4791007381864,24181,7673,3208,4473
"30061","Mineral","MT",2020,507193,47.602607072331,233029,446739,153260,94067,71103,5.78772107954137,25398,1834,1192,41013
"30105","Valley","MT",2020,592744,33.6834210623056,118464,271518,50712,163942,84899,10.4076377244201,22378,9271,4766,35329
"30035","Glacier","MT",2020,394152,44.6863464498892,421415,149883,118969,247668,92682,26.9026939594187,27351,5560,2620,11776
"32031","Washoe","NV",2020,973090,42.5109752034768,178520,137789,41141,240220,33897,7.4575547024142,29929,266,1860,14440
"33015","Rockingham","NH",2020,478783,38.3490300644189,402900,335945,146489,262559,82071,15.2970440580975,15365,3226,3072,33193
"33009","Grafton","NH",2020,443755,49.4259405974299,559639,343325,55981,256749,95051,11.6715450666379,41997,8435,2660,43127
"34001","Atlantic","NJ",2020,438393,35.8988428162411,741880,162282,31039,394724,50592,15.6160792987794,39618,8351,3845,28183
"37039","Cherokee","NC",2020,943653,34.5819612685591,38157,433932,118380,272814,41200,27.0364434819203,39445,2511,3008,7696
"37177","Tyrrell","NC",2020,671495,46.4845833554864,380093,22528,116046,372244,46826,8.7894761946518,12991,1230,1485,22705
"37053","Currituck","NC",2020,520750,48.2071896502748,428831,316425,48614,348513,40149,9.97366971685551,21347,6086,2888,25289
"37029","Camden","NC",2020,983407,30.3824586607516,824700,111850,168611,232516,78204,17.5977383169811,45026,6164,1111,5006
"37161","Rutherford","NC",2020,446724,34.7807998210192,59760,317252,42546,343055,95890,8.58230418642052,27713,6119,4687,34787
"38077","Richland","ND",2020,2785,44.0985380113125,518927,107445,71369,262236,58520,19.1735245008022,29150,730,4802,42137
"38097","Traill","ND",2020,131312,33.0278257513419,16812,268577,138152,302374,83729,10.8297782728914,37321,5228,4581,41043
"13315","Wilcox","GA",2020,122219,44.6193163190037,179244,382131,275139,3178,60855,7.10993342916481,26461,3135,3329,21139
"13025","Brantley","GA",2020,547083,44.6571139246225,402734,251697,184432,130839,49532,28.5064841224812,35272,6499,4062,30099
"15007","Kauai","HI",2020,73866,31.7691372474656,858039,411340,158155,226,59637,11.6537031147163,41870,3532,322,3994
"16031","Cassia","ID",2020,66241,35.0733260903507,241385,183219,121568,346074,69339,15.2912417845801,46865,5296,4125,46966
"19179","Wapello","IA",2020,117494,48.1218520365655,370013,400188,57137,33493,65880,10.4817096621264,16001,144,116,5391
"19035","Cherokee","IA",2020,292929,30.6881389161572,633305,41579,144479,21829,85544,18.6914363771211,49829,461,145,21951
"20081","Haskell","KS",2020,488366,43.7363989837468,310485,262905,61887,243562,73507,19.0622026461642,42450,5015,4898,5802
"21167","Mercer","KY",2020,397670,39.8847867082804,316834,55137,118685,311299,66054,19.8179869924206,33601,9541,2032,39458
"21235","Whitley","KY",2020,897437,36.937882672064,366943,365957,65189,45694,63555,17.0024982257746,12943,5992,878,6610
"21239","Woodford","KY",2020,959037,43.6707089887932,272230,37271,211510,352736,66770,9.06396326725371,407,8201,3686,13659
"21217","Taylor","KY",2020,551355,39.7319319006056,10151,358039,196085,91934,84285,12.319466228364,5376,5141,2038,44659
"21099","Hart","KY",2020,388640,32.7473721420392,498201,268789,292470,228577,43917,12.0200663700234,25765,2464,2527,34914
"47013","Campbell","TN",2020,632487,32.0254516554996,442178,357795,280166,398102,55580,5.98661231459118,25113,3167,128,41709
"47073","Hawkins","TN",2020,732963,48.1040145689622,873012,149851,132698,231006,34270,22.8600847430062,19055,553,768,45171
"47183","Weakley","TN",2020,212781,33.340074471198,883328,119323,46179,297106,93932,18.1691652641166,17714,9026,710,27012
"47123","Monroe","TN",2020,21946,36.0486098611727,75358,460653,124610,145283,30569,5.39475829689763,6516,606,2462,24698
"48215","Hidalgo","TX",2020,918409,44.3993491400033,661494,447706,162058,267895,97141,25.799344725674,31300,9006,2621,26683
"48057","Calhoun","TX",2020,341635,42.8342180373147,309670,67021,161977,379996,75406,15.9078605193645,10422,6583,798,46158
"48465","Val Verde","TX",2020,107545,33.5420571034774,830858,331481,142639,78115,74000,8.92740005045198,10863,3807,483,40183
"48419","Shelby","TX",2020,689316,37.084179376252,534935,298525,175819,202250,46476,16.2854667007923,24432,1725,1326,22506
"51159","Richmond","VA",2020,676274,44.3464046157897,242497,419465,51174,321918,75451,28.8281149824616,24468,9760,2669,38760
"51069","Frederick","VA",2020,771982,47.6813032897189,564461,400333,250828,90880,42266,19.4310669624247,11210,5259,3196,19578
"51165","Rockingham","VA",2020,90439,43.9548801630735,166416,146909,72413,254749,75426,10.7987040199805,49474,9081,1724,8149
"53057","Skagit","WA",2020,904339,39.6928385971114,189747,478644,255950,225559,76765,12.6273009530269,23077,3722,1884,30403
"53049","Pacific","WA",2020,550406,36.8124035606161,850195,457697,181329,397631,70115,24.8215175012592,9944,5324,636,18668
"55023","Crawford","WI",2020,819088,41.9751643901691,493146,190886,205286,323945,39150,18.6100327013992,35834,5158,754,41055
"78020","St. John","VI",2020,767995,36.8539032293484,136137,472814,233828,278273,96076,6.76489647710696,27247,1923,1316,30975
"04009","Graham","AZ",2020,596830,41.2946591712534,542516,495945,188684,138256,67033,17.4631320184562,17174,9564,2631,5498
"05011","Bradley","AR",2020,578237,48.5565021447837,98502,297392,100931,398546,42864,29.7769424633589,32951,9365,3457,45019
"05109","Pike","AR",2020,407674,30.8747820556164,785720,494420,174044,290274,92388,15.6788051081821,25779,7677,3917,6562
"05145","White","AR",2020,608291,46.2548230635002,785746,68367,25020,388725,96882,22.6535810111091,47057,8118,4364,47489
"05085","Lonoke","AR",2020,208676,48.3491637045518,695934,492849,152655,167198,38228,15.0309392553754,4895,5220,1448,38346
"05019","Clark","AR",2020,26090,37.5824799342081,492190,87555,190321,196004,90393,20.1973075873684,45145,1399,1059,13495
"12105","Polk","FL",2020,183586,49.6106695802882,332377,132193,40171,370685,84856,24.0054190112278,38514,2863,1554,29794
"12055","Highlands","FL",2020,323768,44.7080419911072,727142,270221,94750,84465,88372,18.2265809457749,22909,9837,2058,18547
"12133","Washington","FL",2020,820661,38.233709121123,275576,286220,97647,331617,65921,17.7884261368308,27931,4101,1988,43062
"12029","Dixie","FL",2020,862298,38.3564202301204,850754,238189,4307,290596,67091,20.0709271489177,1142,1361,4307,10409
"48507","Zavala","TX",2020,83314,31.6759177017957,66837,429762,16055,172193,31138,6.31062535801902,1151,6247,504,4239
"48349","Navarro","TX",2020,920649,44.8954672459513,670893,65201,298390,185474,80049,10.8787795249373,779,5659,1704,39785
"48051","Burleson","TX",2020,173780,32.5399206904694,524391,448565,48891,74676,47197,22.5676512240898,32968,5442,913,13117
"48473","Waller","TX",2020,172367,46.1102589452639,32267,398257,235310,55567,93239,15.5767844652291,27841,3248,928,20023
"48185","Grimes","TX",2020,772296,36.32966959849,271518,3556,197372,218955,63003,14.7621160326526,25989,2785,3154,46887
"48033","Borden","TX",2020,809001,38.2799770031124,144360,414397,91261,50393,33282,8.5090068471618,38882,9682,1660,48670
"49049","Utah","UT",2020,869207,35.9490500483662,483426,107344,164862,299848,80345,28.3786313270684,38538,6166,435,22015
"22021","Caldwell","LA",2020,478903,39.6997709199786,350547,152470,150938,59625,44113,17.0315579173621,28411,8080,4004,43924
"22063","Livingston","LA",2020,200580,46.1890574125573,351861,209474,209228,291193,68665,7.24428903311491,29773,651,4427,34215
"22059","LaSalle","LA",2020,570026,46.4897597068921,670131,334253,294504,46180,85993,10.9251618979033,42314,4852,1080,32687
"23023","Sagadahoc","ME",2020,97207,36.7100517544895,571099,400409,66814,109645,94560,28.7528502300847,14304,4475,2576,19600
"26071","Iron","MI",2020,406310,36.2796162627637,676680,280189,57500,209944,72161,7.96988416812383,47821,6976,1643,18459
"27061","Itasca","MN",2020,658916,33.3784433500841,535002,358134,172783,256482,73017,11.5827798913233,1726,5230,1580,6915
"28049","Hinds","MS",2020,774057,38.7367682997137,617929,1676,109070,188493,62567,9.86908774473704,27825,6802,3025,8653
"28161","Yalobusha","MS",2020,418475,44.7632659319788,506941,266890,235481,237531,93976,22.4623551720288,30146,2395,3646,48676
"28163","Yazoo","MS",2020,153434,34.9378123506904,135767,337962,297921,299315,84321,16.6111539304256,4738,8032,1048,15942
"28053","Humphreys","MS",2020,674349,38.4602113487199,18076,12411,24550,149664,60573,5.86016899440438,7598,2328,4051,18794
"12009","Brevard","FL",2020,473053,35.5248481128365,325395,335543,105775,336891,83810,21.3256803061813,14920,7715,3942,26617
"04027","Yuma","AZ",2020,126891,31.3209165353328,568045,25702,95741,227486,74627,10.8127875439823,48244,9691,4262,28543
"05131","Sebastian","AR",2020,624640,34.2439678590745,165604,249728,297108,303072,65471,10.4555121692829,28292,9052,4737,16746
"06013","Contra Costa","CA",2020,440853,41.8639137223363,850821,160139,66861,297429,56981,5.13083209050819,31217,4630,1403,31698
"09130","Lower Connecticut River Valley","CT",2020,320941,46.065129339695,122885,27325,15318,284562,49027,9.844331467757,5770,815,4174,32990
"41055","Sherman","OR",2020,56192,46.0317833023146,106080,191168,243624,266453,85935,18.6110046121757,21565,939,646,5675
"16083","Twin Falls","ID",2020,80757,41.6894348850474,261081,162331,131888,304150,66059,16.8502670258749,47133,4568,3175,31463
"16035","Clearwater","ID",2020,567300,46.9980433024466,311862,244889,198012,347614,53788,11.567628600169,28301,5208,4049,14591
"26147","St. Clair","MI",2020,610467,30.7385706622154,450605,242333,73504,184189,70464,16.2242408562452,12686,1386,4941,13353
"19185","Wayne","IA",2020,502520,30.9175010211766,483142,130200,134131,347143,64705,27.1500826533884,31246,5920,2896,45686
"36103","Suffolk","NY",2020,996050,30.6548099219799,500360,267459,291481,172769,68050,15.8607331872918,10216,7643,1413,40069
"21003","Allen","KY",2020,854700,33.2357483403757,300579,381618,290541,359272,59828,26.4329413080122,45809,2596,2044,44331
"08097","Pitkin","CO",2020,708220,47.1593258576468,232228,283153,131266,269380,62713,24.4803909573238,28043,4870,1588,31751
"23005","Cumberland","ME",2020,517611,39.2409104574472,205499,459347,238071,359939,98262,14.5459496486001,38091,535,338,44461
"01035","Conecuh","AL",2020,306692,31.5742943855003,513338,430155,248741,220743,62903,12.8789110295475,20993,1364,886,31789
"28143","Tunica","MS",2020,500850,40.8419222244993,631347,478593,232723,204243,94766,21.0855482274201,7629,4118,2526,4865
"29189","St. Louis","MO",2020,654460,35.2303011575714,841668,52301,118607,204843,67537,17.1900576516055,22116,1673,1666,35086
"30029","Flathead","MT",2020,136627,45.4557411698624,183662,268344,97814,67761,35963,22.5777662778273,5085,3388,1320,34472
"37043","Clay","NC",2020,41971,32.2712523443624,540457,197460,240837,989,97590,16.6065291687846,22334,6666,3111,18006
"49003","Box Elder","UT",2020,479362,42.7749490179121,257208,48357,228390,164623,88741,8.72307973448187,35102,9658,1953,6783
"51179","Stafford","VA",2020,328070,32.7622315241024,734208,60707,205455,56145,38581,10.777647648938,38119,9144,927,686
"02282","Yakutat","AK",2020,410357,38.7789057660848,612410,186149,287182,305532,51687,24.8999939137138,1201,9620,4204,36549
"12129","Wakulla","FL",2020,402837,42.3297119280323,304544,396948,265811,24055,82913,16.8615730840247,14658,8515,4132,7626
"13021","Bibb","GA",2020,653626,34.2854413483292,412572,321383,292983,109578,77779,20.0551307830028,12650,9564,3862,43584
"13029","Bryan","GA",2020,549280,48.4232962690294,522184,258068,76639,41190,54416,24.4402810768224,3676,8750,4061,45662
"16077","Power","ID",2020,339589,49.2019621888176,97262,120817,293596,342019,79161,20.525704738684,37456,4563,4560,7658
"19031","Cedar","IA",2020,945538,38.4214445529506,695785,301245,68132,53613,40905,15.6723473174497,40646,7565,2165,31049
"21119","Knott","KY",2020,193214,31.8284902302548,703757,158925,255698,281335,31870,22.2053877613507,39762,2858,4154,32110
"22053","Jefferson Davis","LA",2020,888151,44.0493342746049,885132,212065,154549,164493,47979,10.257321120007,35305,393,4586,44759
"27021","Cass","MN",2020,866337,34.2822167277336,601265,67392,203783,360127,32978,25.4227897396777,43434,8482,1875,14822
"30079","Prairie","MT",2020,212093,41.9595902832225,42760,99872,132913,174517,40399,7.91673901956528,35158,3429,2271,42314
"37159","Rowan","NC",2020,555908,34.0722345840186,311970,444857,293892,87323,40708,16.0962929087691,4151,1591,3110,11129
"39021","Champaign","OH",2020,925165,40.0914450688288,117523,206381,143709,363541,56597,21.5777744958177,35872,5978,3197,1761
"45005","Allendale","SC",2020,478008,32.8645757772028,593162,71870,118902,106698,94919,18.8439710543025,36483,9155,3165,8927
"46055","Haakon","SD",2020,430933,39.6112416312099,331925,28518,34976,173657,90486,28.9779152791016,28647,1889,1615,8670
"48041","Brazos","TX",2020,965819,35.161789660342,200990,235282,66529,351578,82973,22.8519651526585,21962,1861,3678,26052
"48053","Burnet","TX",2020,151722,36.2435752339661,616740,111723,25229,8297,74856,5.50372413243167,10799,3795,842,41265
"48407","San Jacinto","TX",2020,863588,35.5352493328974,598292,388354,192892,317385,65475,26.4466729899868,34414,5777,3581,10236
"51111","Lunenburg","VA",2020,194576,41.5340037178248,494331,331450,38214,48002,44013,27.7402203425299,12483,72,3137,46351
"51840","Winchester","VA",2020,6633,46.2222970137373,282992,252366,37205,187786,44135,9.03119893744588,35905,2879,2714,35619
"54067","Nicholas","WV",2020,20019,38.4855587035418,230167,109276,39509,374335,91900,18.1628349656239,38350,6643,709,33154
"69085","Northern Islands","MP",2020,428716,37.920778831467,470044,455843,94320,26718,80152,14.0906547207851,41474,4308,977,40378
"72127","San Juan","PR",2020,472043,43.8356247823685,601126,161149,37799,34614,65591,8.13646257854998,28710,613,4166,15386
"12057","Hillsborough","FL",2020,888538,46.5689967060462,764015,316283,17307,27150,45952,15.0164020084776,7361,5758,747,9061
"12047","Hamilton","FL",2020,426074,42.3674672376364,112971,248648,268634,79797,99451,20.7957209681626,23591,4962,4186,7174
"13051","Chatham","GA",2020,728648,49.0755967376754,744586,410094,200670,298351,80159,17.1716262190603,47976,1085,2763,38677
"01049","DeKalb","AL",2020,8152,41.2706062057987,517744,298660,264201,30460,61794,5.39020658587106,36043,9744,3956,48658
"05091","Miller","AR",2020,35782,33.9381606364623,898661,434187,62556,112642,30249,20.2671460818965,18555,3752,752,7046
"08113","San Miguel","CO",2020,617411,48.0473134992644,7388,14534,244186,322199,82428,14.7018193511758,21198,8302,441,13857
"06033","Lake","CA",2020,932108,37.0787505060434,49340,251480,246701,10442,91000,16.9912811496761,16026,2775,1135,41501
"39161","Van Wert","OH",2020,16914,46.5370355825871,673225,358941,288150,376591,42611,9.93683441309258,10836,6563,4349,46955
"42017","Bucks","PA",2020,79928,39.6076812595129,663752,319596,188487,269040,31985,7.35060852719471,45639,5165,454,48806
"45013","Beaufort","SC",2020,477224,41.5054410975426,307711,57918,67731,115259,91798,29.5870247541461,48779,9414,1439,45090
"36063","Niagara","NY",2020,151721,44.533156263642,139224,272676,291824,107579,92893,11.6520228399895,32605,7575,2293,27138
"36119","Westchester","NY",2020,689382,38.1488721584901,549909,49163,91761,246129,76345,14.0548583131749,49145,3999,3878,28867
"36105","Sullivan","NY",2020,863025,38.6361441435292,729200,346904,94766,157301,97986,18.6268339178059,40005,3793,1873,31995
"08001","Adams","CO",2020,968332,47.6388126891106,454899,399100,147736,372674,81833,23.241316138301,42842,493,3986,14942
"22029","Concordia","LA",2020,151674,44.7917360579595,407114,152965,30640,322353,67460,27.6936559833121,26820,4573,1863,30147
"22037","East Feliciana","LA",2020,752745,38.4671820653602,755870,43364,66549,274548,87845,10.1487436867319,25701,5592,50,19931
"02195","Petersburg","AK",2020,375209,31.8497489392757,821920,118507,231806,14075,43955,9.10449290648103,19324,4379,2065,10690
"24019","Dorchester","MD",2020,671765,33.9060430042446,531961,160610,126705,256859,72700,6.85068291029893,44121,5453,922,22463
"01073","Jefferson","AL",2020,615689,49.4232027418911,478845,425810,110691,179150,33207,12.7766271249857,14048,8914,4108,23775
"25007","Dukes","MA",2020,996019,46.9544504862279,39920,135195,96818,187065,97010,26.0016231168993,33483,392,4233,17818
